freeResponse,correctAnswer,score,cosine
"They are smaller and faster, thereby having necessary escape velocity.",Hydrogen gas is so light with a molecular weight of 1 that the excess diffused into space over time and is now absent from the atmosphere.,0.5,0.666070282459259
"They have a partial charge, with one end being positive and the other negative.","Oxygen is more electronegative than hydrogen, generating a partial negative charge near the oxygen atoms.",1.0,0.6793273091316223
isotopes,isotopes,1.0,0.9999999403953552
To move from an area of high concentration to an area of low concentration.,Difference in concentration of solute and solvent,0.5,0.6146018505096436
Hydrophilic means a molecule attracts water.,describes ions or polar molecules that interact well with other polar molecules such as water,1.0,0.7178856730461121
An unsaturated fat,"fat formed artificially by hydrogenating oils, leading to a different arrangement of double bond(s) than those found in naturally occurring lipids",0.5,0.42907649278640747
8 and 8,8 protons and 8 neutrons,1.0,0.6378798484802246
Active transport into a cell by engulfment,"type of active transport that moves substances, including fluids and particles, into a cell",1.0,0.7048513889312744
the sodium will dissove and ionize,"The sodium-potassium pump forces out three (positive) <span data-math=""\text{Na}^+\!"">\text{Na}^+\!</span> ions for every two (positive) <span data-math=""\text{K}^+\!"">\text{K}^+\!</span> ions it pumps in, thus the cell loses a net positive charge of one at every cycle of the pump.",0.0,0.6399603486061096
Urey and Miller discovered that organic compounds could be spontaneously created given the conditions of earths early atmosphere.,the composition of the gases in the atmosphere,0.0,0.5794625282287598
a positive ion,positive ion that is formed by an atom losing one or more electrons,1.0,0.43172502517700195
bond created by sharing electron (neutral charge),type of strong bond formed between two of the same or different elements; forms when electrons are shared between atoms,1.0,0.6936773061752319
"a bond created by donating, accepting, or sharing electrons",interaction between two or more of the same or different atoms that results in the formation of molecules,0.5,0.6150259971618652
created by bonded atoms,two or more atoms chemically bonded together,1.0,0.6880467534065247
a weak bond,very weak interaction between molecules due to temporary charges attracting atoms that are very close together,1.0,0.6353774070739746
1. our bodies are composed of mostly water 2. animals utilize waters properties to change the temperature in their bodies 3. waters adhesive and cohesive properties allow organisms to utilize adapted skills to ensure survival,"First, the lower density of water as a solid versus a liquid allows ice to float, forming an insulating surface layer for aquatic life. Second, the high specific heat capacity of water insulates aquatic life or bodily fluids from temperature changes. Third, the high heat of vaporization of water allows animals to cool themselves by sweating.",1.0,0.8728050589561462
The ph scale ranges from 0-14 from very acidic to least acidic. Organisms contain buffers that prevent drastic ph changes in our major organisms.,"The pH scale ranges from 0 to 14, where anything below 7 is acidic and above 7 is alkaline. The bicarbonate system in the human body buffers the blood.",1.0,0.8414316773414612
cell wall,cell walls,1.0,0.9331631064414978
the rate of any chemical reation is proportional within the ratio of reagents and products,chemical law stating that the rate of a reaction is proportional to the concentration of the reacting substances,1.0,0.7936702966690063
carboxyl and amino interaction and formation fo a bond,"general type of bond that can occur between many different atoms, such as those in sugars, in which electrons are shared in a bond",0.5,0.7431269884109497
"nucelotides (pentose sugar, phosphate group, and a nitrogenous base)",nucleotides,1.0,0.21574683487415314
nitric acid,"<span data-math=""\text{HNO}_3""></span> and <span data-math=""\text{H}_3\text{O}^+""></span>",0.5,0.1900572031736374
fats: peanuts; trans fats: margarine; omega fatty acids: salmon; steroids: cholesterol,"
  lipids like margarine
  wax like the coating on feathers
  phospholipids like cell membrane constituents
  steroid like cholesterol

",0.5,0.8128394484519958
chemical reaction where the products and reactants are at equilibirum and can go back and forth,"chemical reaction that functions bi-directionally, where products may turn into reactants if their concentration is great enough",1.0,0.8038669228553772
going into the cell,"type of active transport that moves substances, including fluids and particles, into a cell",0.5,0.43277832865715027
hydrogen bonded to a carbon,molecule that consists only of carbon and hydrogen,1.0,0.7314574122428894
amino acids,amino acids,1.0,0.9999998807907104
Wont react with anything,"(also, noble gas) element with filled outer electron shell that is unreactive with other atoms",0.5,0.2960377633571625
attraction between water molecules and the other surfaces due to slight charges,the attraction between water molecules and other molecules,1.0,0.7726523876190186
Buffers help bond to extra Hydrogen ions or base ions,Buffers absorb excess hydrogen and hydroxide ions to prevent increases or decrease in pH. An example is the bicarbonate system in human body.,0.5,0.7904802560806274
Water has a high specific heat making it hard to cool and heat quickly,specific heat capacity,1.0,0.5689166784286499
proteins,cellulose,0.0,0.6730065941810608
The repulsion between nonpolar molecules and polar molecules such as water,molecule with the ability to bond with water; “water-loving”,0.0,0.71327805519104
polymers and release H2O,polymers,0.0,0.5805238485336304
glycerol,unsaturated fat,0.0,0.601210355758667
pumps out three positively charged ions and takes in two,"The sodium-potassium pump forces out three (positive) <span data-math=""\text{Na}^+\!"">\text{Na}^+\!</span> ions for every two (positive) <span data-math=""\text{K}^+\!"">\text{K}^+\!</span> ions it pumps in, thus the cell loses a net positive charge of one at every cycle of the pump.",1.0,0.6516326069831848
Made by a phosphate group connected to nucleoside.,"monomer of nucleic acids; contains a pentose sugar, one or more phosphate groups, and a nitrogenous base",0.5,0.7207903265953064
carbohydrate,monosaccharide,0.0,0.6660887598991394
molecules pass through membrane from low concentration to high concentration,transport of water through a semipermeable membrane according to the concentration gradient of water across the membrane that results from the presence of solute that cannot pass through the membrane,0.5,0.7496263980865479
there outer electron shell is full,not readily reactive gases because of the complete outer shell,1.0,0.6686977744102478
make up proteins,"monomer of a protein
",0.5,0.6256123185157776
DNA,DNA,1.0,1.0
organic molecules can be produced by reactions that cause the rearrangement of atoms in certain inorganic molecules,the composition of the gases in the atmosphere,1.0,0.6095328330993652
base,base,1.0,1.0000001192092896
"fat, insoluble in water",macromolecule that is nonpolar and insoluble in water,0.5,0.7539397478103638
two oppositely charged ions (cation and anion),ions with opposite charges,1.0,0.654120683670044
A nonpolar covalent bond is a bond between 2 atoms of the same element or different elements that equally share electrons.,type of covalent bond that forms between atoms when electrons are shared equally between them,1.0,0.8669290542602539
Atoms are most stable when their valence shells have 8 electrons.,rule that atoms are most stable when they hold eight electrons in their outermost shells,1.0,0.880786120891571
A compound consists of two or more atoms.,substance composed of molecules consisting of atoms of at least two different elements,0.0,0.798191249370575
hydrogen bonds,Hydrogen bond,1.0,0.8588576316833496
the end result,molecule found on the right side of a chemical equation,0.5,0.3005308210849762
a mixture,substance composed of molecules consisting of atoms of at least two different elements,0.0,0.24476581811904907
equal,steady state of relative reactant and product concentration in reversible chemical reactions in a closed system,0.0,-0.22770318388938904
electrostatic attraction between oppositely charged ions,chemical bond that forms between ions with opposite charges (cations and anions),1.0,0.7127682566642761
hydrogen bond,hydrogen bond,1.0,1.0000001192092896
"the weight of an atom based on number of protons, neutrons, and electrons",calculated mean of the mass number for an element’s isotopes,1.0,0.7370795607566833
Glucose,fructose,1.0,0.35528191924095154
there is only a finite number of glucose proteins,"The plasma membrane is selectively permeable to polar molecules, and a transport protein is required for larger molecules.",0.0,0.6928834915161133
a molecule that forms either a salt or a water,molecule that donates hydroxide ions or otherwise binds excess hydrogen ions and decreases the concentration of hydrogen ions in a solution,0.0,0.6924822926521301
"anything under 7 is acidic and above is basic, cells pH are mostly neutral","The pH scale ranges from 0 to 14, where anything below 7 is acidic and above 7 is alkaline. The bicarbonate system in the human body buffers the blood.",0.5,0.8010237216949463
polymer,storage carbohydrate in plants,0.5,0.4078044295310974
charged,negatively charged subatomic particle that resides outside of the nucleus in the electron orbital; lacks functional mass and has a negative charge of –1 unit,0.0,-0.10045575350522995
no charge,core of an atom; contains protons and neutrons,0.0,0.11010845005512238
left side,molecule found on the left side of a chemical equation,0.5,0.21858438849449158
transfer,chemical bond that forms between ions with opposite charges (cations and anions),0.0,-0.0036835374776273966
"proton, neutron, electron",the smallest unit of matter that retains all of the chemical properties of an element,0.5,0.3825433552265167
54,54,1.0,1.0
a positively charged ion,positive ion that is formed by an atom losing one or more electrons,1.0,0.44164448976516724
when all acting forces are canceled or balanced by opposing forces,steady state of relative reactant and product concentration in reversible chemical reactions in a closed system,1.0,0.5998294353485107
hydrogen bond,Hydrogen bond,1.0,0.6487808227539062
radioactive,Isotopes,0.0,0.5793694257736206
a neutrally charged particle in the nucleus,uncharged particle that resides in the nucleus of an atom; has a mass of one amu,1.0,0.7143452763557434
secondary structure,secondary,1.0,0.8463210463523865
bigger molecules may not be able to get through the small holes in a cell membrane higher temperatures allow of a faster rate of diffusion a more dense solution moves slower a smaller distance takes more time to cross than a smaller distance,"Larger molecules move slower than lighter molecules. Increasing or decreasing temperature increases or decreases the energy in the medium, affecting molecular movement. Density is inversely proportional to molecular movement. Greater distance slows the diffusion.",1.0,0.8729408979415894
a dehydration synthesis reaction where a carboxyl group of a molecule reacts with an amino group of another molecule and a water molecule is released,"general type of bond that can occur between many different atoms, such as those in sugars, in which electrons are shared in a bond",1.0,0.7596139311790466
isomers are when you have two atoms of the same compound but with different arrangements of atoms,molecules that differ from one another even though they share the same chemical formula,1.0,0.7612791061401367
a positively charged particle,positively charged particle that resides in the nucleus of an atom; has a mass of one amu and a charge of +1,0.5,0.5179481506347656
when the water molecules surround a solvent,when a polar water molecule surrounds charged or polar molecules thus keeping them dissolved and in solution,1.0,0.7643293142318726
saturated only have hydrogen bonds and are single bonds,Saturated fats are solid at room temperature and unsaturated fats are liquid at room temperature,1.0,0.624182403087616
covalent bond joining a carbohydrate to another molecule that can be a carb,bond formed by a dehydration reaction between two monosaccharides with the elimination of a water molecule,0.5,0.7420152425765991
the outermost shell of electrons,outermost shell of an atom,1.0,0.8461485505104065
"adenine, thymine???","deoxyribose, thymine, and a phosphate group",0.5,0.6547930836677551
A covalent bond is the sharing of electrons between atoms.,type of strong bond formed between two of the same or different elements; forms when electrons are shared between atoms,1.0,0.8315112590789795
Ionic bonds are formed by oppositely charged ions.,ions with opposite charges,1.0,0.5937773585319519
8,8 protons and 8 neutrons,1.0,0.43028050661087036
Matter is any substance that occupies space.,anything that has mass and occupies space,0.5,0.768712043762207
Molecules that are transcribed from DNA,molecule that is usually single-stranded and plays a variety of roles in gene expression,1.0,0.6062218546867371
"carboxyl, amino",amino,0.5,0.7571002244949341
"The sodium-potassium pump is considered an electrogenic pump because it creates a charge imbalance which contributes to membrane potential. For every three ions of sodium that move out, two ions of potassium move in, making the interior slightly more negative than the exterior.","The sodium-potassium pump forces out three (positive) <span data-math=""\text{Na}^+\!"">\text{Na}^+\!</span> ions for every two (positive) <span data-math=""\text{K}^+\!"">\text{K}^+\!</span> ions it pumps in, thus the cell loses a net positive charge of one at every cycle of the pump.",1.0,0.866142749786377
The number of protons in an element.,total number of protons in an atom,1.0,0.83933025598526
The plasma membrane is a fluid mosaic so it does not maintain such a rigid shape and can disperse things across its surface. This fluidity can allow it to repair itself even if punctured by a thin needle.,Fluidity allows greater flexibility to the cell and motion of membrane components required for transport.,0.5,0.7411161065101624
A chemical substance that can be corrosive or sour tasting such as lemon juice.,molecule that donates hydrogen ions and increases the concentration of hydrogen ions in a solution,0.5,0.6240568161010742
Saturated fats remain a solid at room temperature while unsaturated fats maintain a liquid form while at room temperature. This happens because their chemical structure differ from one another. Saturated fats have only single bonds in their hydrocarbon chains where as unsaturated have one or more double bonds in their hydrocarbon chain.,Saturated fats are solid at room temperature and unsaturated fats are liquid at room temperature,1.0,0.8473025560379028
Saturated fats have only single bonds while unsaturated fats have at least one double bond. Saturated triglycerides are solid at room temperature and unsaturated triglycerides are liquid at room temp.,"Saturated triglycerides contain single bonds and are solids at room temperature, while unsaturated triglycerides contain double bonds and are liquids at room temperature.",1.0,0.9327366948127747
The phospholipids provide flexibility within cell membrane structures.,phospholipids and cholesterol,0.5,0.49164095520973206
"A scale ranging from 1 to 14 that is a measure of acidity or alkalinity. One is the most acidic, 7 is neutral and 14 is the most basic.",scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,1.0,0.8516834378242493
Cellulose is found in the cell wall of plants but not in animals,cell walls,1.0,0.6130604147911072
a form of transport that does not require energy. Materials move down their concentration gradient.,process by which material moves down a concentration gradient (from high to low concentration) using integral membrane proteins,1.0,0.7624019980430603
A chemical bond where atoms share electrons with one another,type of strong bond formed between two of the same or different elements; forms when electrons are shared between atoms,1.0,0.8053100109100342
An anion is a negatively charged ion,negative ion that is formed by an atom gaining one or more electrons,1.0,0.6419175863265991
The center point of an atom; holds protons and neutrons,core of an atom; contains protons and neutrons,1.0,0.8683523535728455
"molecules with same molecular formula, but different structures.",molecules that differ from one another even though they share the same chemical formula,1.0,0.8008041977882385
The bonding of hydrogen to other monomers caused there to be a lesser amount of hydrogen.,Hydrogen gas is so light with a molecular weight of 1 that the excess diffused into space over time and is now absent from the atmosphere.,0.0,0.7931506633758545
"high heat capacity, heat of vaporization, and cohesive and adhesive properties.","First, the lower density of water as a solid versus a liquid allows ice to float, forming an insulating surface layer for aquatic life. Second, the high specific heat capacity of water insulates aquatic life or bodily fluids from temperature changes. Third, the high heat of vaporization of water allows animals to cool themselves by sweating.",1.0,0.7611336708068848
"Different sequencing leads to different production of proteins, which have different functions.",Different amino acids provide different geometric configurations and thus varied functions.,1.0,0.811199426651001
pH scale ranges from 0-14. pH is within all living systems and controls the regulation and concentration of H+ ions,"The pH scale ranges from 0 to 14, where anything below 7 is acidic and above 7 is alkaline. The bicarbonate system in the human body buffers the blood.",0.5,0.7968699336051941
potassium,Na+ and water,0.0,0.453048974275589
54,"<span data-math=""54"">54</span>",1.0,0.566093921661377
"Due to the connections and interactions of the parts of the protein, the protein folds to form a 3-d shape","three-dimensional conformation of a protein, including interactions between secondary structural elements; formed from interactions between amino acid side chains",1.0,0.8200560212135315
Peptide bond.,a peptide bond,1.0,0.7167625427246094
They contain carbon chains that are filled with hydrogens. They do not have any polar parts that could dissolve them in water.,They tend to dissolve in water easily.,0.0,0.6575027108192444
This prevents the white cells ability to lyse the cell and increases the sickness of the person.,The bacteria will survive and possibly will cause illness.,1.0,0.6604225039482117
enzyme,chaperone,0.0,0.5501880645751953
Hydrogen bonding is the strongest intermolecular force. It is the bonding of H to N O or F,weak bond between slightly positively charged hydrogen atoms to slightly negatively charged atoms in other molecules,1.0,0.6570354700088501
This allows for damage to the membrane to replace itself and for things to come in contact with transports more easily,Fluidity allows greater flexibility to the cell and motion of membrane components required for transport.,0.5,0.7899481058120728
OH- groups.,base,0.0,0.5440726280212402
"Water's high heat of vaporization allows organisms to cool through sweating. Water' neutral pH allows for organisms' bodily pH to be regulating within operable range. Finally, its polarity makes it a good solvent, giving organisms the necessary minerals to survive when consumed.","First, the lower density of water as a solid versus a liquid allows ice to float, forming an insulating surface layer for aquatic life. Second, the high specific heat capacity of water insulates aquatic life or bodily fluids from temperature changes. Third, the high heat of vaporization of water allows animals to cool themselves by sweating.",1.0,0.9069473743438721
Plants produce sucrose through photosynthesis. Maltose is a disaccharide found in some grain and forms in the process of breaking down starch. Lactose is found in the breast milk of most mammals and is common in dairy products.,"Sucrose is found in fruit juices, maltose in beer, and lactose in dairy products.",0.5,0.8341034650802612
"I would expect to find an arrangement of polar and charged amino acids on the surface of a soluble protein, to interact with the polar water molecules. I would expect to find nonpolar and hydrophobic in nature amino acids in the interior. I would expect to find a distribution of high nonpolar amino acids on a protein that is embedded in a lipid bilayer. The nonpolar amino acids woul dmake it possible to interact with the nonpolar middle of the lipid bilayer. The protein embedded should also extend both through into the cell an out into the aqueous environment to create a feasible communication pathway through the membrane.",Polar and charged amino acids will be found on the surface. Non-polar amino acids will be found in the interior.,1.0,0.8619962334632874
cohesive force,attraction between water molecules and other molecules,0.0,0.219051793217659
glycosidic bond occur from dehydration or condensation reactions that lose a water molecule and bond together two carbohydrate chains by oxygen,bond formed by a dehydration reaction between two monosaccharides with the elimination of a water molecule,1.0,0.870285153388977
"transporter is a protein that lies within the hydrophobic region of a lipid bilayer and allows molecules to enter and exit the cell, some actively and some passively",specific carrier proteins or pumps that facilitate movement,1.0,0.6901729702949524
54,54,1.0,1.0
the period of the periodic table that has the outer shell filled and is stable,not readily reactive gases because of the complete outer shell,1.0,0.630797266960144
molecule or compound on the left side of a chemical reaction,molecule found on the left side of a chemical equation,1.0,0.860700786113739
A positive ion,positive ion that is formed by an atom losing one or more electrons,1.0,0.4013228118419647
the product of a chemical reaction/atoms that formed either ionically or covalently.,substance composed of molecules consisting of atoms of at least two different elements,0.5,0.714478075504303
Pyrimidine is a colorless crystalline compound with basic properties.,"type of nitrogenous base in DNA and RNA; cytosine, thymine, and uracil are pyrimidines",1.0,0.6706353425979614
Increase,decrease,0.0,0.7050129175186157
"The electrical gradient of K+, a positive ion, tends to drive it into the cell, but the concentration gradient of K+ tends to drive K+ out of the cell","The sodium-potassium pump forces out three (positive) <span data-math=""\text{Na}^+\!"">\text{Na}^+\!</span> ions for every two (positive) <span data-math=""\text{K}^+\!"">\text{K}^+\!</span> ions it pumps in, thus the cell loses a net positive charge of one at every cycle of the pump.",0.5,0.7872601747512817
"A polynucleotide is a linear polymer whose molecule is composed of many nucleotide units, constituting a section of a nucleic acid molecule.",long chain of nucleotides,1.0,0.5342913269996643
A polymer is a substance that has a molecular structure consisting chiefly or entirely of a large number of similar units bonded together,chain of monomer residues that is linked by covalent bonds,1.0,0.7008702754974365
A nonpolar covalent bond is a bond where two atoms share pair of electrons with each other.,type of covalent bond that forms between atoms when electrons are shared equally between them,1.0,0.8541338443756104
Specific heat capacity is the amount of heat required to raise the temperature of a unit mass of a given substance by a given amount,the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius,1.0,0.8604728579521179
"Saturated fats are solid at room temperature, while unsaturated fats are liquid at room temperature. This is because saturated and unsaturated fats differ in their chemical structures. Saturated fats have no double bond between molecules, which means there are no gaps and the fat is saturated with hydrogen molecules.","Saturated triglycerides contain single bonds and are solids at room temperature, while unsaturated triglycerides contain double bonds and are liquids at room temperature.",1.0,0.8957862854003906
Phospholipid- Main fabric of the membrane Cholesterol- Attached between phospholipids and between the two phospholipid layers Integral Proteins- Embedded within the phospholipid layer(s). May or may not penetrate through both layers Carbohydrates- Generally attached to proteins on the outside membrane layer,Phospholipids: form the bilayer; Carbohydrates: help in adhesion; Cholesterol: provide flexibility; Integral proteins: form transporters; Peripheral proteins: part of the cell’s recognition sites.,1.0,0.8469212055206299
"An unsaturated fat can be hydrogenated (which is adding hydrogens to each bond) and therefore it would cause all of the excess carbons to bond with a hydrogen, thus making it a single bond and a saturated fat.",Hydrogenation of unsaturated fats forms the trans fats.,1.0,0.7419719099998474
There was more oxygen added than first thought.,Hydrogen gas is so light with a molecular weight of 1 that the excess diffused into space over time and is now absent from the atmosphere.,0.0,0.5907360911369324
The effect of a change in DNA is dramatically more effective than a change in RNA because RNA changes are short-lived.,DNA is the genetic material that is passed from parent cells to daughter cells and to future generations.,1.0,0.7139395475387573
The pH scale measures how acidic or basic a solution is and it ranges from 0-14. Water is neutral with a pH of 7. Buffers are what help prevent drastic changes of pH levels in living systems.,"The pH scale ranges from 0 to 14, where anything below 7 is acidic and above 7 is alkaline. The bicarbonate system in the human body buffers the blood.",1.0,0.8674187064170837
Cholesterol is attached between phospholipids and between the two phospholipid layers.,penetrating both lipid layers,1.0,0.6648880839347839
These are active transport mechanisms,active transport mechanism that works against electrochemical gradients,0.5,0.693991482257843
54,"<span data-math=""54"">54</span>",1.0,0.3666703701019287
DNA,DNA,1.0,1.0
Amino acids joined together with peptide bonds,linear sequence of amino acids in a protein,1.0,0.7410503029823303
They would become weak as the cells cannot function properly.,The cell would not be able to get rid of extra sodium.,0.0,0.7252856492996216
Then there are the same amount of chemicals on each side,statement of a chemical reaction with the number of each type of atom equalized for both the products and reactants,0.5,0.7343356609344482
"It must be very flexible to allow certain cells, such as red blood cells and white blood cells, to change shape as they pass through narrow capillaries.",Fluidity allows greater flexibility to the cell and motion of membrane components required for transport.,1.0,0.7345178127288818
water loving,describes uncharged nonpolar molecules that are repelled by and do not dissolve well in polar molecules such as water,0.0,0.11393313854932785
peptides,peptide bond,1.0,0.4735468626022339
capable of dissolving polar molecules,substance capable of dissolving another substance,1.0,0.6770592331886292
loosing water,"(also, condensation) reaction that links monomer molecules together, releasing a molecule of water for each bond formed",0.0,0.18908701837062836
Monomers known as nucleotides combine to form a polynucleotide.,long chain of nucleotides,1.0,0.6963318586349487
Isomers is two or more compounds with the same formula but the atoms can be arranged differently.,molecules that differ from one another even though they share the same chemical formula,1.0,0.77137690782547
The polar heads want to interact with the water and the tails want to interact with each other.,Phospholipids are amphipathic molecules. The polar head faces towards water and the nonpolar fatty acid tails face towards other fatty acid tails.,1.0,0.7540673017501831
To be hydrophilic is to be able to mix well or dissolve well in water. Opposite of this would be hydrophobic.,describes ions or polar molecules that interact well with other polar molecules such as water,1.0,0.716513991355896
Buffers prevent drastic swing because they regulate the amount of Hydrogen or Hydroxide in the blood which can cause changes in the bloods acidity.,Buffers absorb excess hydrogen and hydroxide ions to prevent increases or decrease in pH. An example is the bicarbonate system in human body.,1.0,0.8355972170829773
The ability of liquid to flow in narrow spaces.,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",1.0,0.7191218137741089
Transporters take chemicals across cell membranes.,specific carrier proteins or pumps that facilitate movement,0.5,0.6639093160629272
Ion is an atom that has a net charge due to the lose or gain of an electron.,atom or chemical group that does not contain equal numbers of protons and electrons,1.0,0.7277364730834961
Buffers help stabilize pH,substance that prevents a change in pH by absorbing or releasing hydrogen or hydroxide ions,0.5,0.6022853255271912
Acids readily donate hydrogen ions.,molecule that donates hydrogen ions and increases the concentration of hydrogen ions in a solution,1.0,0.7759737968444824
isotopes,Isotopes,1.0,0.7085412740707397
ions with positive charge,positive ion that is formed by an atom losing one or more electrons,1.0,0.5496802926063538
the formation of two atoms to form a molecule,interaction between two or more of the same or different atoms that results in the formation of molecules,0.5,0.8001807332038879
isotopes,isotopes,1.0,0.9999999403953552
the smallest unit of an element that cant be broken up,the smallest unit of matter that retains all of the chemical properties of an element,1.0,0.746261477470398
Number of protons and neutrons in an atom,total number of protons and neutrons in an atom,1.0,0.9130021929740906
the way elements and molecules react with each other,the ability to combine and to chemically bond with each other,0.0,0.7723463773727417
"same atom, different number of neutrons",one or more forms of an element that have different numbers of neutrons,1.0,0.809366762638092
valence shells hold 8 electrons to be full,rule that atoms are most stable when they hold eight electrons in their outermost shells,1.0,0.7558030486106873
a reaction can go from reactants to products and then back to reactants,"chemical reaction that functions bi-directionally, where products may turn into reactants if their concentration is great enough",1.0,0.7447468042373657
DNA molecule,DNA,1.0,0.8308202624320984
Break down water molecules,break down polymers,0.0,0.6844891905784607
"It is formed by the hydrogen bonding between H,N,C, and O. It is a single coiled amino acid chain.",type of secondary structure of proteins formed by folding of the polypeptide into a helix shape with hydrogen bonds stabilizing the structure,0.0,0.800445020198822
A type of covalent bond where electrons stay closer to the O than the H.,"type of covalent bond that forms as a result of unequal sharing of electrons, resulting in the creation of slightly positive and slightly negative charged regions of the molecule",0.5,0.79723060131073
amphipathic,unsaturated fatty acid tail,0.0,0.5334665775299072
"Primary active transport is a way to transport charged molecules or ions across a cell membrane, requiring ATP.",active transport that moves ions or small molecules across a membrane and may create a difference in charge across that membrane,1.0,0.8558244705200195
Adhesion allows water to form numerous hydrogen bonds with other molecules,the attraction between water molecules and other molecules,0.5,0.7408565282821655
"release of an ion from a molecule such that the original molecule now consists of an ion and the charged remains of the original, such as when water dissociates into H+ and OH-","release of an ion from a molecule such that the original molecule now consists of an ion and the charged remains of the original, such as when water dissociates into H+ and OH-",1.0,0.9872887134552002
If a solution is hypotonic it means that the extracellular fluid has lower osmolarity than the fluid inside the cell and water enters the cell.,"situation in which extracellular fluid has a lower osmolarity than the fluid inside the cell, resulting in water moving into the cell",1.0,0.9167047142982483
Water's property of adhesion is the attraction between water molecules and other molecules.,the attraction between water molecules and other molecules,1.0,0.7977150082588196
Part of the endoplasmic reticulum that has ribosomes attached to it and is responsible for preparing proteins for transport to other parts of the cell,region of the endoplasmic reticulum that is studded with ribosomes and engages in protein modification and phospholipid synthesis,1.0,0.8607392907142639
Negative charged ions,base,0.0,0.2845560610294342
A lipid with a carbohydrate attached to it,combination of carbohydrates and lipids,1.0,0.7271515727043152
Shows the concentration of hydrogen ions in a solution,scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,0.5,0.8104314208030701
hydrogen bonds breaking and releasing into the atmosphere--energy is also released,"separation of individual molecules from the surface of a body of water, leaves of a plant, or the skin of an organism",1.0,0.6641392111778259
Osmosis is the diffusion of water from a lower concentration of solute to a higher concentration of solute.,transport of water through a semipermeable membrane according to the concentration gradient of water across the membrane that results from the presence of solute that cannot pass through the membrane,0.5,0.8141238689422607
The electronegativity difference is high between the hydrogen and the oxygen in water.,"Oxygen is more electronegative than hydrogen, generating a partial negative charge near the oxygen atoms.",1.0,0.7465056777000427
A system that divides up the functions of the cell.,"group of organelles and membranes in eukaryotic cells that work together modifying, packaging, and transporting lipids and proteins",0.5,0.6490635871887207
does not interact well with water. water hater,describes uncharged nonpolar molecules that are repelled by and do not dissolve well in polar molecules such as water,1.0,0.6386389136314392
The process would not be possible without ATP so the stopping of production of ATP would stop the whole process.,Mucus will become dehydrated.,0.0,0.4555041491985321
Osmosis is the diffusion of water.,Diffusion is the movement of solute or solvent molecules from an area of high concentration to low concentration; osmosis is the movement of water from an area of high concentration to low concentration.,0.0,0.6785027980804443
osmosis is water,"ATP is not required, and molecules move down their concentration gradient.",0.0,0.294782817363739
the difference in electronegativity,"Oxygen is more electronegative than hydrogen, generating a partial negative charge near the oxygen atoms.",0.5,0.4611448645591736
it is trying to reach equilibrium,diffusion is constantly moving solutes in opposite directions,1.0,0.5934355854988098
atoms vibrating strongly at high temps,concentration gradient,0.0,0.5361273884773254
contraction of a plant cell due to lack of water,detaching of the cell membrane from the cell wall and constriction of the cell membrane when a plant cell is in a hypertonic solution,0.5,0.7426889538764954
water will leave the cell,The cell will shrink.,0.0,0.6016971468925476
something that dissolves a solute creating a solution,substance capable of dissolving another substance,1.0,0.5725802779197693
solution with same solute concentration as cell interior,"situation in which the extracellular fluid has the same osmolarity as the fluid inside the cell, resulting in no net movement of water into or out of the cell",1.0,0.753440797328949
An electrogenic pump is a pump that creates a charge imbalance.,pump that creates a charge imbalance,1.0,0.797657310962677
the amount heat an molecule can hold before moving up a celcius,the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius,0.5,0.8097664713859558
water binding to molecules so they can come in,when a polar water molecule surrounds charged or polar molecules thus keeping them dissolved and in solution,0.0,0.7271847724914551
solution has less water per solvent,"situation in which extracellular fluid has a higher osmolarity than the fluid inside the cell, resulting in water moving out of the cell",0.0,0.6310850381851196
bye bye water,"separation of individual molecules from the surface of a body of water, leaves of a plant, or the skin of an organism",0.0,0.24751129746437073
Nitric acid and Hydronium,"<span data-math=""\text{HNO}_3"">\text{HNO}_3</span> and <span data-math=""\text{H}_3\text{O}^+"">\text{H}_3\text{O}^+</span>",1.0,0.3624545931816101
"the required heat to raise the temperature of one mole, one degree celsius",the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius,1.0,0.8494473099708557
helps something go through the membrane,membrane protein that facilitates passage of a substance across a membrane by binding it,0.0,0.6799139380455017
Go down,decrease,1.0,0.31901222467422485
The white cells would be spread out amongst the membrane,The entire cell membrane will be green.,0.0,0.7344353199005127
The UPS center of the cell.,"eukaryotic organelle made up of a series of stacked membranes that sorts, tags, and packages lipids and proteins for distribution",0.0,0.5043849349021912
A substance that easily interacts with water,describes ions or polar molecules that interact well with other polar molecules such as water,1.0,0.7146897912025452
type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance,"separation of individual molecules from the surface of a body of water, leaves of a plant, or the skin of an organism",1.0,0.7910690903663635
sucked up dry,"situation in which extracellular fluid has a higher osmolarity than the fluid inside the cell, resulting in water moving out of the cell",0.0,0.31624725461006165
attraction of water molecules to other water molecules.,attraction between water molecules and other molecules,0.0,0.9234258532524109
